[2026-02-21 04:38:13] USER=admin | ACAO=LOGIN_OK |  | IP=45.164.118.25
[2026-02-21 06:03:06] USER=ruan | ACAO=WEBHOOK_GET | token=54d02b4a | IP=45.164.118.25
[2026-02-21 06:03:06] USER=ruan | ACAO=WEBHOOK_GET | token=c71b93af | IP=45.164.118.25
[2026-02-21 06:03:06] USER=ruan | ACAO=WEBHOOK_GET | token=de642720 | IP=45.164.118.25
[2026-02-21 06:03:06] USER=ruan | ACAO=WEBHOOK_GET | token=2879c2cb | IP=45.164.118.25
[2026-02-21 06:03:12] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:03:27] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:03:27] USER=ruan | ACAO=WEBHOOK_GET | token=54d02b4a | IP=45.164.118.25
[2026-02-21 06:03:27] USER=ruan | ACAO=WEBHOOK_GET | token=c71b93af | IP=45.164.118.25
[2026-02-21 06:03:27] USER=ruan | ACAO=WEBHOOK_GET | token=de642720 | IP=45.164.118.25
[2026-02-21 06:03:28] USER=ruan | ACAO=WEBHOOK_GET | token=2879c2cb | IP=45.164.118.25
[2026-02-21 06:03:32] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:03:32] USER=ruan | ACAO=WEBHOOK_GET | token=54d02b4a | IP=45.164.118.25
[2026-02-21 06:03:32] USER=ruan | ACAO=WEBHOOK_GET | token=2879c2cb | IP=45.164.118.25
[2026-02-21 06:03:32] USER=ruan | ACAO=WEBHOOK_GET | token=c71b93af | IP=45.164.118.25
[2026-02-21 06:03:32] USER=ruan | ACAO=WEBHOOK_GET | token=de642720 | IP=45.164.118.25
[2026-02-21 06:03:39] USER=ruan | ACAO=RECONECTAR | qr=ok | IP=45.164.118.25
[2026-02-21 06:03:42] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:03:50] USER=ruan | ACAO=RECONECTAR | qr=ok | IP=45.164.118.25
[2026-02-21 06:03:57] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:04:11] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:04:19] USER=ruan | ACAO=WEBHOOK_GET | token=54d02b4a | IP=45.164.118.25
[2026-02-21 06:04:29] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:04:37] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:04:37] USER=ruan | ACAO=WEBHOOK_GET | token=54d02b4a | IP=45.164.118.25
[2026-02-21 06:04:39] USER=ruan | ACAO=WEBHOOK_GET | token=c71b93af | IP=45.164.118.25
[2026-02-21 06:04:40] USER=ruan | ACAO=WEBHOOK_GET | token=de642720 | IP=45.164.118.25
[2026-02-21 06:04:42] USER=ruan | ACAO=WEBHOOK_GET | token=2879c2cb | IP=45.164.118.25
[2026-02-21 06:04:42] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:04:44] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:05:08] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:05:15] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:05:20] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:05:28] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:05:38] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:05:38] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:06:08] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:06:09] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:06:24] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:06:38] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:06:43] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:06:51] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:07:01] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:07:07] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:07:08] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:07:10] USER=ruan | ACAO=LOGOUT |  | IP=45.164.118.25
[2026-02-21 06:07:14] USER=admin | ACAO=LOGIN_OK |  | IP=45.164.118.25
[2026-02-21 06:07:15] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:07:29] USER=admin | ACAO=RECONECTAR | qr=ok | IP=45.164.118.25
[2026-02-21 06:07:37] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:07:38] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:07:39] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:07:39] USER=admin | ACAO=WEBHOOK_GET | token=b391e13f | IP=45.164.118.25
[2026-02-21 06:07:39] USER=admin | ACAO=WEBHOOK_GET | token=587856e0 | IP=45.164.118.25
[2026-02-21 06:07:39] USER=admin | ACAO=WEBHOOK_GET | token=6e74e774 | IP=45.164.118.25
[2026-02-21 06:07:39] USER=admin | ACAO=WEBHOOK_GET | token=d041cfae | IP=45.164.118.25
[2026-02-21 06:07:39] USER=admin | ACAO=WEBHOOK_GET | token=05ca6742 | IP=45.164.118.25
[2026-02-21 06:07:39] USER=admin | ACAO=WEBHOOK_GET | token=c80cbad3 | IP=45.164.118.25
[2026-02-21 06:07:39] USER=admin | ACAO=WEBHOOK_GET | token=5833d4e8 | IP=45.164.118.25
[2026-02-21 06:07:39] USER=admin | ACAO=WEBHOOK_GET | token=47952e2f | IP=45.164.118.25
[2026-02-21 06:07:39] USER=admin | ACAO=WEBHOOK_GET | token=90831841 | IP=45.164.118.25
[2026-02-21 06:07:40] USER=admin | ACAO=WEBHOOK_GET | token=179f82a3 | IP=45.164.118.25
[2026-02-21 06:07:40] USER=admin | ACAO=WEBHOOK_GET | token=ac135d27 | IP=45.164.118.25
[2026-02-21 06:07:40] USER=admin | ACAO=WEBHOOK_GET | token=24961fb5 | IP=45.164.118.25
[2026-02-21 06:07:40] USER=admin | ACAO=WEBHOOK_GET | token=b85e5d78 | IP=45.164.118.25
[2026-02-21 06:07:40] USER=admin | ACAO=WEBHOOK_GET | token=eb212b08 | IP=45.164.118.25
[2026-02-21 06:07:40] USER=admin | ACAO=WEBHOOK_GET | token=a92dcc47 | IP=45.164.118.25
[2026-02-21 06:07:40] USER=admin | ACAO=WEBHOOK_GET | token=5490cbbe | IP=45.164.118.25
[2026-02-21 06:07:40] USER=admin | ACAO=WEBHOOK_GET | token=cdb821e6 | IP=45.164.118.25
[2026-02-21 06:07:40] USER=admin | ACAO=WEBHOOK_GET | token=ce20e50a | IP=45.164.118.25
[2026-02-21 06:07:40] USER=admin | ACAO=WEBHOOK_GET | token=be441ee2 | IP=45.164.118.25
[2026-02-21 06:07:40] USER=admin | ACAO=WEBHOOK_GET | token=342f573d | IP=45.164.118.25
[2026-02-21 06:07:40] USER=admin | ACAO=WEBHOOK_GET | token=ce7478f1 | IP=45.164.118.25
[2026-02-21 06:07:40] USER=admin | ACAO=WEBHOOK_GET | token=c0bf4d99 | IP=45.164.118.25
[2026-02-21 06:07:40] USER=admin | ACAO=WEBHOOK_GET | token=eb5cf720 | IP=45.164.118.25
[2026-02-21 06:07:40] USER=admin | ACAO=WEBHOOK_GET | token=bc9279e0 | IP=45.164.118.25
[2026-02-21 06:07:40] USER=admin | ACAO=WEBHOOK_GET | token=c2cdedf3 | IP=45.164.118.25
[2026-02-21 06:07:40] USER=admin | ACAO=WEBHOOK_GET | token=de84e48c | IP=45.164.118.25
[2026-02-21 06:07:40] USER=admin | ACAO=WEBHOOK_GET | token=eb16d162 | IP=45.164.118.25
[2026-02-21 06:07:40] USER=admin | ACAO=WEBHOOK_GET | token=00654d68 | IP=45.164.118.25
[2026-02-21 06:07:41] USER=admin | ACAO=WEBHOOK_GET | token=54d02b4a | IP=45.164.118.25
[2026-02-21 06:07:45] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:07:49] USER=admin | ACAO=WEBHOOK_GET | token=b391e13f | IP=45.164.118.25
[2026-02-21 06:07:54] USER=admin | ACAO=WEBHOOK_SET | token=b391e13f enabled=0 events=messages | IP=45.164.118.25
[2026-02-21 06:08:08] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:08:14] USER=admin | ACAO=WEBHOOK_GET | token=b391e13f | IP=45.164.118.25
[2026-02-21 06:08:15] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:08:17] USER=admin | ACAO=WEBHOOK_SET | token=b391e13f enabled=1 events=messages | IP=45.164.118.25
[2026-02-21 06:08:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:08:45] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:09:06] USER=admin | ACAO=WEBHOOK_GET | token=b391e13f | IP=45.164.118.25
[2026-02-21 06:09:15] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:09:16] USER=admin | ACAO=WEBHOOK_SET | token=b391e13f enabled=1 events=messages,labels,chat_labels | IP=45.164.118.25
[2026-02-21 06:09:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:09:45] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:09:49] USER=admin | ACAO=WEBHOOK_GET | token=b391e13f | IP=45.164.118.25
[2026-02-21 06:09:56] USER=admin | ACAO=WEBHOOK_SET | token=b391e13f enabled=1 events=messages | IP=45.164.118.25
[2026-02-21 06:10:15] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:10:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:10:45] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:11:15] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:11:36] USER=admin | ACAO=WEBHOOK_GET | token=b391e13f | IP=45.164.118.25
[2026-02-21 06:11:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:11:45] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:12:16] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:12:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:12:46] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:13:15] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:13:16] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:13:39] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:13:46] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:14:07] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:14:16] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:14:38] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:14:46] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:15:08] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:15:16] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:15:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:16:17] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:16:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:17:18] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:17:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:18:19] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:18:19] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:18:35] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:18:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:18:50] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:18:56] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:19:10] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:19:18] USER=admin | ACAO=WEBHOOK_GET | token=54d02b4a | IP=45.164.118.25
[2026-02-21 06:19:42] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:19:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:20:10] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:20:40] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:20:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:21:10] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:21:29] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:21:29] USER=admin | ACAO=WEBHOOK_GET | token=54d02b4a | IP=45.164.118.25
[2026-02-21 06:21:29] USER=admin | ACAO=WEBHOOK_GET | token=c71b93af | IP=45.164.118.25
[2026-02-21 06:21:29] USER=admin | ACAO=WEBHOOK_GET | token=b391e13f | IP=45.164.118.25
[2026-02-21 06:21:29] USER=admin | ACAO=WEBHOOK_GET | token=587856e0 | IP=45.164.118.25
[2026-02-21 06:21:29] USER=admin | ACAO=WEBHOOK_GET | token=6e74e774 | IP=45.164.118.25
[2026-02-21 06:21:29] USER=admin | ACAO=WEBHOOK_GET | token=d041cfae | IP=45.164.118.25
[2026-02-21 06:21:29] USER=admin | ACAO=WEBHOOK_GET | token=05ca6742 | IP=45.164.118.25
[2026-02-21 06:21:29] USER=admin | ACAO=WEBHOOK_GET | token=5833d4e8 | IP=45.164.118.25
[2026-02-21 06:21:29] USER=admin | ACAO=WEBHOOK_GET | token=c80cbad3 | IP=45.164.118.25
[2026-02-21 06:21:30] USER=admin | ACAO=WEBHOOK_GET | token=47952e2f | IP=45.164.118.25
[2026-02-21 06:21:30] USER=admin | ACAO=WEBHOOK_GET | token=90831841 | IP=45.164.118.25
[2026-02-21 06:21:30] USER=admin | ACAO=WEBHOOK_GET | token=179f82a3 | IP=45.164.118.25
[2026-02-21 06:21:30] USER=admin | ACAO=WEBHOOK_GET | token=ac135d27 | IP=45.164.118.25
[2026-02-21 06:21:30] USER=admin | ACAO=WEBHOOK_GET | token=b85e5d78 | IP=45.164.118.25
[2026-02-21 06:21:30] USER=admin | ACAO=WEBHOOK_GET | token=eb212b08 | IP=45.164.118.25
[2026-02-21 06:21:30] USER=admin | ACAO=WEBHOOK_GET | token=a92dcc47 | IP=45.164.118.25
[2026-02-21 06:21:30] USER=admin | ACAO=WEBHOOK_GET | token=5490cbbe | IP=45.164.118.25
[2026-02-21 06:21:30] USER=admin | ACAO=WEBHOOK_GET | token=cdb821e6 | IP=45.164.118.25
[2026-02-21 06:21:30] USER=admin | ACAO=WEBHOOK_GET | token=ce20e50a | IP=45.164.118.25
[2026-02-21 06:21:30] USER=admin | ACAO=WEBHOOK_GET | token=be441ee2 | IP=45.164.118.25
[2026-02-21 06:21:30] USER=admin | ACAO=WEBHOOK_GET | token=342f573d | IP=45.164.118.25
[2026-02-21 06:21:30] USER=admin | ACAO=WEBHOOK_GET | token=ce7478f1 | IP=45.164.118.25
[2026-02-21 06:21:31] USER=admin | ACAO=WEBHOOK_GET | token=eb5cf720 | IP=45.164.118.25
[2026-02-21 06:21:31] USER=admin | ACAO=WEBHOOK_GET | token=24961fb5 | IP=45.164.118.25
[2026-02-21 06:21:31] USER=admin | ACAO=WEBHOOK_GET | token=bc9279e0 | IP=45.164.118.25
[2026-02-21 06:21:31] USER=admin | ACAO=WEBHOOK_GET | token=c2cdedf3 | IP=45.164.118.25
[2026-02-21 06:21:31] USER=admin | ACAO=WEBHOOK_GET | token=de84e48c | IP=45.164.118.25
[2026-02-21 06:21:31] USER=admin | ACAO=WEBHOOK_GET | token=eb16d162 | IP=45.164.118.25
[2026-02-21 06:21:31] USER=admin | ACAO=WEBHOOK_GET | token=00654d68 | IP=45.164.118.25
[2026-02-21 06:21:31] USER=admin | ACAO=WEBHOOK_GET | token=de642720 | IP=45.164.118.25
[2026-02-21 06:21:31] USER=admin | ACAO=WEBHOOK_GET | token=c0bf4d99 | IP=45.164.118.25
[2026-02-21 06:21:31] USER=admin | ACAO=WEBHOOK_GET | token=2879c2cb | IP=45.164.118.25
[2026-02-21 06:21:32] USER=admin | ACAO=LOGOUT |  | IP=45.164.118.25
[2026-02-21 06:21:35] USER=ruan | ACAO=LOGIN_OK |  | IP=45.164.118.25
[2026-02-21 06:21:36] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:21:37] USER=ruan | ACAO=WEBHOOK_GET | token=54d02b4a | IP=45.164.118.25
[2026-02-21 06:21:37] USER=ruan | ACAO=WEBHOOK_GET | token=c71b93af | IP=45.164.118.25
[2026-02-21 06:21:37] USER=ruan | ACAO=WEBHOOK_GET | token=de642720 | IP=45.164.118.25
[2026-02-21 06:21:37] USER=ruan | ACAO=WEBHOOK_GET | token=2879c2cb | IP=45.164.118.25
[2026-02-21 06:21:43] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:22:07] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:22:25] USER=ruan | ACAO=LOGOUT |  | IP=45.164.118.25
[2026-02-21 06:22:28] USER=admin | ACAO=LOGIN_OK |  | IP=45.164.118.25
[2026-02-21 06:22:29] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:22:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:22:59] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:23:22] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:23:24] USER=admin | ACAO=WEBHOOK_GET | token=54d02b4a | IP=45.164.118.25
[2026-02-21 06:23:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:23:52] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:24:22] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:24:27] USER=admin | ACAO=CRIAR_INSTANCIA | name=2 | IP=45.164.118.25
[2026-02-21 06:24:28] USER=admin | ACAO=LISTAR_INSTANCIAS | total=33 | IP=45.164.118.25
[2026-02-21 06:24:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=33 | IP=45.164.118.25
[2026-02-21 06:24:43] USER=admin | ACAO=WEBHOOK_GET | token=cf000d7a | IP=45.164.118.25
[2026-02-21 06:24:48] USER=admin | ACAO=RECONECTAR | qr=ok | IP=45.164.118.25
[2026-02-21 06:24:52] USER=admin | ACAO=LISTAR_INSTANCIAS | total=33 | IP=45.164.118.25
[2026-02-21 06:24:54] USER=admin | ACAO=EXCLUIR_INSTANCIA | name=2 | IP=45.164.118.25
[2026-02-21 06:24:55] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:25:08] USER=admin | ACAO=WEBHOOK_GET | token=54d02b4a | IP=45.164.118.25
[2026-02-21 06:25:15] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:25:22] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:25:38] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:25:52] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:26:08] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:26:22] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:26:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:26:52] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:27:22] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:27:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:27:52] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:28:22] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:28:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:28:52] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:29:22] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:29:40] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:29:42] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:29:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:29:44] USER=admin | ACAO=WEBHOOK_GET | token=54d02b4a | IP=45.164.118.25
[2026-02-21 06:30:12] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:30:18] USER=admin | ACAO=WEBHOOK_GET | token=b391e13f | IP=45.164.118.25
[2026-02-21 06:30:42] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:30:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:30:54] USER=admin | ACAO=WEBHOOK_GET | token=eb16d162 | IP=45.164.118.25
[2026-02-21 06:31:12] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:31:42] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:31:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:32:13] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:32:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:32:44] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:33:13] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:33:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:33:44] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:34:17] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:34:18] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:34:19] USER=admin | ACAO=WEBHOOK_GET | token=54d02b4a | IP=45.164.118.25
[2026-02-21 06:34:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:34:48] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:35:18] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:35:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:35:48] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:36:18] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:36:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:36:47] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:36:51] USER=admin | ACAO=WEBHOOK_GET | token=54d02b4a | IP=45.164.118.25
[2026-02-21 06:37:18] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:37:32] USER=admin | ACAO=WEBHOOK_GET | token=c71b93af | IP=45.164.118.25
[2026-02-21 06:37:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:37:47] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:37:51] USER=admin | ACAO=WEBHOOK_GET | token=24961fb5 | IP=45.164.118.25
[2026-02-21 06:37:59] USER=admin | ACAO=WEBHOOK_GET | token=de642720 | IP=45.164.118.25
[2026-02-21 06:38:17] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:38:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
